1,16,3985395
2,16,5900498
3,16,4927425
4,16,6771139
5,16,3900159
6,16,4068105
7,16,816240
8,16,488135
9,16,2047870
10,16,716964
11,16,413439
12,16,637937
13,16,3333635
14,16,1399645
15,16,3185731
16,16,2559794
17,16,1387832
18,16,1554516
19,16,499726
20,16,276250
21,16,526354
22,16,1802835
23,16,256270
24,16,1233643
25,16,555559
26,16,399329
27,16,98754
28,16,966470
29,16,436208
30,16,375583
31,16,258830
32,16,978929
33,16,97896
34,16,81023
36,16,38627
37,16,22645
38,16,556076
39,16,61285
40,16,48949
42,16,9283
43,16,10580
44,16,4231
