1,23,331837
2,23,438397
3,23,1598582
4,23,1624533
5,23,1173147
6,23,1137109
7,23,401451
8,23,46429
9,23,97800
10,23,114446
11,23,99621
12,23,202157
13,23,123610
14,23,517744
15,23,606332
16,23,260937
17,23,258177
18,23,135821
19,23,178850
20,23,195497
21,23,288326
22,23,422536
23,23,49824
24,23,132262
25,23,93763
26,23,101315
27,23,28249
28,23,159134
29,23,98048
30,23,220970
31,23,195476
32,23,308359
33,23,14069
34,23,28306
36,23,13280
37,23,10437
38,23,217282
39,23,15583
40,23,12937
42,23,1394
43,23,1023
44,23,628
