1,21,731787
2,21,859955
3,21,3104991
4,21,2711163
5,21,1994099
6,21,1726271
7,21,420282
8,21,103703
9,21,170389
10,21,200586
11,21,240918
12,21,434847
13,21,256074
14,21,676239
15,21,1321127
16,21,431494
17,21,408003
18,21,210510
19,21,402434
20,21,346093
21,21,431173
22,21,763156
23,21,79686
24,21,236978
25,21,159867
26,21,189051
27,21,59044
28,21,435157
29,21,201082
30,21,323337
31,21,443774
32,21,583217
33,21,21952
34,21,39316
36,21,15099
37,21,30952
38,21,297901
39,21,28574
40,21,21222
42,21,2923
43,21,2755
44,21,1405
