1,20,1131754
2,20,1272214
3,20,3719755
4,20,3208569
5,20,2025927
6,20,1896905
7,20,408761
8,20,139155
9,20,244172
10,20,233097
11,20,293635
12,20,513084
13,20,405767
14,20,712478
15,20,1746481
16,20,549566
17,20,577242
18,20,275131
19,20,517988
20,20,432428
21,20,498879
22,20,907960
23,20,88630
24,20,290815
25,20,186501
26,20,235260
27,20,69296
28,20,384982
29,20,247352
30,20,372409
31,20,472201
32,20,646770
33,20,24121
34,20,43396
36,20,15954
37,20,36515
38,20,332760
39,20,30406
40,20,25312
42,20,3825
43,20,3290
44,20,1649
