1,10,1965440
2,10,3009936
3,10,2147456
4,10,3687810
5,10,2192447
6,10,2010364
7,10,504345
8,10,251762
9,10,699105
10,10,370848
11,10,272877
12,10,424584
13,10,1443820
14,10,718610
15,10,1292187
16,10,2045702
17,10,1151366
18,10,846676
19,10,213892
20,10,164015
21,10,234092
22,10,995174
23,10,205244
24,10,625642
25,10,302094
26,10,523762
27,10,128516
28,10,592505
29,10,246461
30,10,213369
31,10,133243
32,10,482097
33,10,55022
34,10,55511
36,10,36107
37,10,14616
38,10,326821
39,10,64896
40,10,50484
42,10,7225
43,10,7481
44,10,3528
