1,19,1645671
2,19,1801762
3,19,4181855
4,19,3886689
5,19,2690271
6,19,2355360
7,19,813244
8,19,246421
9,19,464849
10,19,360677
11,19,377904
12,19,710704
13,19,772537
14,19,867949
15,19,2045488
16,19,813007
17,19,788069
18,19,482733
19,19,592633
20,19,505184
21,19,555653
22,19,1111569
23,19,114957
24,19,450587
25,19,250039
26,19,271627
27,19,76526
28,19,645985
29,19,337729
30,19,414261
31,19,423821
32,19,761292
33,19,37514
34,19,56651
36,19,23666
37,19,34662
38,19,399223
39,19,44474
40,19,37212
42,19,5628
43,19,4981
44,19,2499
