1,14,4343902
2,14,6504722
3,14,4955989
4,14,7023283
5,14,3467022
6,14,3337268
7,14,757064
8,14,372561
9,14,834902
10,14,398842
11,14,509219
12,14,697699
13,14,1407905
14,14,1087656
15,14,3002631
16,14,3251618
17,14,1403174
18,14,911382
19,14,546739
20,14,318435
21,14,510710
22,14,1570136
23,14,207307
24,14,686249
25,14,506673
26,14,665415
27,14,145150
28,14,860675
29,14,430859
30,14,385609
31,14,276062
32,14,937963
33,14,61576
34,14,72101
36,14,39300
37,14,26088
38,14,518783
39,14,69780
40,14,51868
42,14,9118
43,14,8514
44,14,3854
