1,18,2734199
2,18,3183852
3,18,4898860
4,18,5233577
5,18,3648797
6,18,3672532
7,18,1133929
8,18,510836
9,18,1312076
10,18,663616
11,18,392484
12,18,761521
13,18,2233033
14,18,1360887
15,18,2645474
16,18,1354195
17,18,1392366
18,18,1152435
19,18,614793
20,18,463329
21,18,589989
22,18,1507741
23,18,181366
24,18,811228
25,18,437014
26,18,311984
27,18,96170
28,18,866214
29,18,473858
30,18,430669
31,18,349545
32,18,973713
33,18,65609
34,18,76902
36,18,33580
37,18,28408
38,18,507747
39,18,62141
40,18,40899
42,18,9224
43,18,8175
44,18,4023
