1,11,2903794
2,11,4446750
3,11,2959483
4,11,4931967
5,11,2779866
6,11,2443416
7,11,574374
8,11,323835
9,11,683482
10,11,367086
11,11,357228
12,11,509325
13,11,1239701
14,11,833605
15,11,1818845
16,11,2641641
17,11,1191060
18,11,811883
19,11,350706
20,11,257033
21,11,348080
22,11,1197319
23,11,208314
24,11,631430
25,11,368010
26,11,672536
27,11,151621
28,11,732238
29,11,320376
30,11,302163
31,11,164255
32,11,643498
33,11,57523
34,11,62027
36,11,34648
37,11,18181
38,11,402803
39,11,71106
40,11,49031
42,11,8827
43,11,7838
44,11,3760
