1,0,Weekends,254545
1,1,Weekends,78258
1,2,Weekends,55940
1,3,Weekends,42916
1,4,Weekends,23909
1,5,Weekends,16567
1,6,Weekends,20042
1,7,Weekends,36798
1,8,Weekends,103379
1,9,Weekends,273958
1,10,Weekends,552510
1,11,Weekends,854215
1,12,Weekends,1099231
1,13,Weekends,1264937
1,14,Weekends,1366690
1,15,Weekends,1367001
1,16,Weekends,1217832
1,17,Weekends,912480
1,18,Weekends,592646
1,19,Weekends,370377
1,20,Weekends,245511
1,21,Weekends,188190
1,22,Weekends,164192
1,23,Weekends,117480
2,0,Weekends,343494
2,1,Weekends,120458
2,2,Weekends,89232
2,3,Weekends,69148
2,4,Weekends,38465
2,5,Weekends,26514
2,6,Weekends,30847
2,7,Weekends,57631
2,8,Weekends,155403
2,9,Weekends,424178
2,10,Weekends,868567
2,11,Weekends,1327164
2,12,Weekends,1663443
2,13,Weekends,1860822
2,14,Weekends,1994341
2,15,Weekends,2026480
2,16,Weekends,1800982
2,17,Weekends,1274832
2,18,Weekends,627630
2,19,Weekends,359354
2,20,Weekends,279576
2,21,Weekends,232369
2,22,Weekends,206806
2,23,Weekends,157229
3,0,Weekends,698218
3,1,Weekends,310979
3,2,Weekends,201437
3,3,Weekends,147249
3,4,Weekends,65796
3,5,Weekends,45493
3,6,Weekends,50608
3,7,Weekends,97546
3,8,Weekends,180935
3,9,Weekends,315796
3,10,Weekends,516966
3,11,Weekends,778050
3,12,Weekends,1161548
3,13,Weekends,1421045
3,14,Weekends,1470273
3,15,Weekends,1466237
3,16,Weekends,1380492
3,17,Weekends,1352066
3,18,Weekends,1306107
3,19,Weekends,1165586
3,20,Weekends,1047928
3,21,Weekends,887313
3,22,Weekends,717314
3,23,Weekends,543184
4,0,Weekends,899477
4,1,Weekends,398381
4,2,Weekends,289297
4,3,Weekends,220936
4,4,Weekends,120856
4,5,Weekends,78107
4,6,Weekends,76812
4,7,Weekends,127019
4,8,Weekends,258264
4,9,Weekends,548012
4,10,Weekends,957850
4,11,Weekends,1367400
4,12,Weekends,1720042
4,13,Weekends,1925999
4,14,Weekends,1988606
4,15,Weekends,1992437
4,16,Weekends,1871125
4,17,Weekends,1618068
4,18,Weekends,1245312
4,19,Weekends,1026932
4,20,Weekends,890625
4,21,Weekends,793462
4,22,Weekends,694724
4,23,Weekends,567639
5,0,Weekends,500027
5,1,Weekends,197517
5,2,Weekends,149966
5,3,Weekends,102086
5,4,Weekends,48747
5,5,Weekends,45745
5,6,Weekends,55127
5,7,Weekends,111217
5,8,Weekends,226734
5,9,Weekends,381975
5,10,Weekends,651272
5,11,Weekends,934399
5,12,Weekends,1143341
5,13,Weekends,1245569
5,14,Weekends,1202131
5,15,Weekends,1217933
5,16,Weekends,1225620
5,17,Weekends,1073757
5,18,Weekends,910594
5,19,Weekends,814683
5,20,Weekends,640390
5,21,Weekends,619301
5,22,Weekends,637384
5,23,Weekends,429534
6,0,Weekends,526713
6,1,Weekends,195478
6,2,Weekends,131266
6,3,Weekends,92629
6,4,Weekends,57547
6,5,Weekends,50700
6,6,Weekends,60911
6,7,Weekends,120856
6,8,Weekends,210490
6,9,Weekends,363235
6,10,Weekends,538030
6,11,Weekends,695711
6,12,Weekends,793197
6,13,Weekends,848394
6,14,Weekends,918934
6,15,Weekends,962450
6,16,Weekends,955651
6,17,Weekends,878084
6,18,Weekends,754175
6,19,Weekends,621101
6,20,Weekends,542277
6,21,Weekends,497445
6,22,Weekends,462459
6,23,Weekends,397209
7,0,Weekends,66090
7,1,Weekends,37486
7,2,Weekends,26473
7,3,Weekends,19864
7,4,Weekends,16762
7,5,Weekends,16894
7,6,Weekends,28838
7,7,Weekends,54006
7,8,Weekends,103438
7,9,Weekends,162812
7,10,Weekends,209831
7,11,Weekends,260034
7,12,Weekends,347632
7,13,Weekends,424477
7,14,Weekends,371691
7,15,Weekends,355237
7,16,Weekends,416330
7,17,Weekends,389575
7,18,Weekends,390328
7,19,Weekends,301447
7,20,Weekends,179393
7,21,Weekends,184012
7,22,Weekends,315943
7,23,Weekends,148377
8,0,Weekends,21337
8,1,Weekends,5323
8,2,Weekends,3020
8,3,Weekends,2185
8,4,Weekends,1762
8,5,Weekends,2866
8,6,Weekends,10623
8,7,Weekends,27192
8,8,Weekends,47398
8,9,Weekends,61709
8,10,Weekends,79599
8,11,Weekends,94858
8,12,Weekends,102460
8,13,Weekends,103539
8,14,Weekends,105219
8,15,Weekends,105778
8,16,Weekends,102208
8,17,Weekends,86426
8,18,Weekends,68560
8,19,Weekends,49907
8,20,Weekends,30979
8,21,Weekends,26475
8,22,Weekends,27474
8,23,Weekends,13896
9,0,Weekends,33095
9,1,Weekends,12137
9,2,Weekends,7538
9,3,Weekends,6099
9,4,Weekends,4144
9,5,Weekends,6187
9,6,Weekends,18970
9,7,Weekends,27302
9,8,Weekends,41187
9,9,Weekends,58301
9,10,Weekends,74918
9,11,Weekends,69836
9,12,Weekends,69612
9,13,Weekends,70366
9,14,Weekends,75068
9,15,Weekends,68182
9,16,Weekends,70113
9,17,Weekends,72989
9,18,Weekends,75054
9,19,Weekends,53748
9,20,Weekends,38595
9,21,Weekends,35382
9,22,Weekends,40474
9,23,Weekends,29644
10,0,Weekends,51896
10,1,Weekends,20676
10,2,Weekends,12133
10,3,Weekends,13160
10,4,Weekends,4908
10,5,Weekends,5931
10,6,Weekends,10038
10,7,Weekends,19369
10,8,Weekends,32552
10,9,Weekends,51491
10,10,Weekends,66402
10,11,Weekends,66897
10,12,Weekends,69301
10,13,Weekends,65914
10,14,Weekends,64342
10,15,Weekends,64418
10,16,Weekends,75459
10,17,Weekends,79862
10,18,Weekends,84100
10,19,Weekends,78605
10,20,Weekends,56375
10,21,Weekends,55770
10,22,Weekends,61225
10,23,Weekends,42309
11,0,Weekends,56746
11,1,Weekends,9423
11,2,Weekends,4477
11,3,Weekends,2582
11,4,Weekends,2085
11,5,Weekends,2068
11,6,Weekends,4995
11,7,Weekends,15326
11,8,Weekends,33806
11,9,Weekends,84643
11,10,Weekends,173294
11,11,Weekends,209779
11,12,Weekends,263196
11,13,Weekends,280100
11,14,Weekends,307333
11,15,Weekends,301457
11,16,Weekends,244118
11,17,Weekends,199525
11,18,Weekends,156821
11,19,Weekends,148878
11,20,Weekends,119703
11,21,Weekends,91603
11,22,Weekends,75313
11,23,Weekends,38802
12,0,Weekends,87731
12,1,Weekends,22289
12,2,Weekends,11874
12,3,Weekends,8592
12,4,Weekends,4431
12,5,Weekends,4079
12,6,Weekends,8673
12,7,Weekends,25041
12,8,Weekends,53053
12,9,Weekends,106848
12,10,Weekends,208489
12,11,Weekends,229662
12,12,Weekends,297220
12,13,Weekends,330301
12,14,Weekends,323490
12,15,Weekends,330709
12,16,Weekends,309740
12,17,Weekends,282319
12,18,Weekends,282538
12,19,Weekends,276859
12,20,Weekends,193341
12,21,Weekends,161742
12,22,Weekends,158831
12,23,Weekends,82841
13,0,Weekends,38149
13,1,Weekends,19510
13,2,Weekends,12873
13,3,Weekends,10105
13,4,Weekends,7585
13,5,Weekends,6412
13,6,Weekends,8418
13,7,Weekends,13596
13,8,Weekends,26239
13,9,Weekends,38317
13,10,Weekends,45772
13,11,Weekends,49889
13,12,Weekends,52682
13,13,Weekends,57622
13,14,Weekends,52717
13,15,Weekends,48108
13,16,Weekends,43940
13,17,Weekends,40994
13,18,Weekends,37660
13,19,Weekends,34322
13,20,Weekends,30043
13,21,Weekends,27947
13,22,Weekends,30385
13,23,Weekends,26544
14,0,Weekends,227214
14,1,Weekends,82814
14,2,Weekends,60969
14,3,Weekends,44710
14,4,Weekends,35842
14,5,Weekends,32692
14,6,Weekends,36431
14,7,Weekends,63871
14,8,Weekends,95655
14,9,Weekends,143776
14,10,Weekends,200628
14,11,Weekends,248586
14,12,Weekends,274045
14,13,Weekends,299041
14,14,Weekends,330233
14,15,Weekends,348534
14,16,Weekends,344080
14,17,Weekends,328706
14,18,Weekends,289353
14,19,Weekends,234848
14,20,Weekends,213104
14,21,Weekends,203546
14,22,Weekends,203144
14,23,Weekends,186354
15,0,Weekends,298110
15,1,Weekends,125083
15,2,Weekends,81517
15,3,Weekends,55151
15,4,Weekends,28652
15,5,Weekends,20445
15,6,Weekends,20063
15,7,Weekends,38898
15,8,Weekends,72446
15,9,Weekends,150941
15,10,Weekends,288450
15,11,Weekends,444785
15,12,Weekends,634946
15,13,Weekends,798207
15,14,Weekends,848444
15,15,Weekends,864779
15,16,Weekends,835338
15,17,Weekends,788237
15,18,Weekends,596000
15,19,Weekends,503399
15,20,Weekends,439307
15,21,Weekends,365023
15,22,Weekends,280971
15,23,Weekends,202164
16,0,Weekends,184056
16,1,Weekends,60295
16,2,Weekends,47361
16,3,Weekends,34288
16,4,Weekends,17759
16,5,Weekends,13699
16,6,Weekends,20674
16,7,Weekends,48902
16,8,Weekends,118625
16,9,Weekends,281160
16,10,Weekends,496840
16,11,Weekends,665073
16,12,Weekends,770531
16,13,Weekends,810962
16,14,Weekends,810201
16,15,Weekends,766073
16,16,Weekends,644699
16,17,Weekends,398327
16,18,Weekends,224638
16,19,Weekends,175969
16,20,Weekends,135499
16,21,Weekends,117072
16,22,Weekends,116592
16,23,Weekends,94241
17,0,Weekends,108728
17,1,Weekends,43025
17,2,Weekends,26673
17,3,Weekends,15046
17,4,Weekends,11525
17,5,Weekends,14549
17,6,Weekends,21399
17,7,Weekends,40285
17,8,Weekends,78150
17,9,Weekends,115442
17,10,Weekends,147334
17,11,Weekends,174742
17,12,Weekends,207873
17,13,Weekends,205997
17,14,Weekends,208842
17,15,Weekends,198452
17,16,Weekends,196253
17,17,Weekends,222796
17,18,Weekends,214070
17,19,Weekends,174371
17,20,Weekends,143664
17,21,Weekends,105145
17,22,Weekends,104883
17,23,Weekends,79240
18,0,Weekends,60263
18,1,Weekends,25751
18,2,Weekends,19166
18,3,Weekends,11945
