1,17,3821936
2,17,5237333
3,17,5188132
4,17,6599321
5,17,4786423
6,17,5646546
7,17,1062744
8,17,786638
9,17,3112620
10,17,1107963
11,17,408872
12,17,713429
13,17,5237024
14,17,2056958
15,17,3440390
16,17,2250924
17,17,2128275
18,17,2354113
19,17,569722
20,17,357170
21,17,600080
22,17,1975579
23,17,301214
24,17,1444402
25,17,641443
26,17,357496
27,17,108824
28,17,1095495
29,17,543850
30,17,418635
31,17,293565
32,17,1180600
33,17,114135
34,17,101400
36,17,54085
37,17,23373
38,17,598945
39,17,78100
40,17,51911
42,17,11455
43,17,11692
44,17,5337
