1,22,520208
2,22,636794
3,22,2323449
4,22,2116732
5,22,1919913
6,22,1466412
7,22,700934
8,22,90234
9,22,144229
10,22,188115
11,22,187518
12,22,401347
13,22,176895
14,22,606419
15,22,926528
16,22,362163
17,22,363914
18,22,190185
19,22,301093
20,22,296498
21,22,376464
22,22,611199
23,22,71207
24,22,196410
25,22,145378
26,22,140781
27,22,43439
28,22,398973
29,22,166023
30,22,282746
31,22,330500
32,22,486450
33,22,24120
34,22,46162
36,22,13437
37,22,20345
38,22,268164
39,22,24966
40,22,27369
42,22,1832
43,22,1591
44,22,937
