1,15,4181362
2,15,6279524
3,15,4927924
4,15,6937680
5,15,3511240
6,15,3385052
7,15,698766
8,15,359842
9,15,1020950
10,15,414872
11,15,481853
12,15,665714
13,15,1805187
14,15,1166020
15,15,3066185
16,15,2873296
17,15,1206214
18,15,987291
19,15,511556
20,15,279624
21,15,504278
22,15,1633271
23,15,210871
24,15,842614
25,15,520416
26,15,522400
27,15,124163
28,15,892107
29,15,439580
30,15,365306
31,15,286438
32,15,932530
33,15,64898
34,15,68574
36,15,37897
37,15,24802
38,15,533353
39,15,55607
40,15,53680
42,15,9308
43,15,9588
44,15,4105
