1,13,5107625
2,13,7831518
3,13,5321215
4,13,7733886
5,13,3744142
6,13,3969032
7,13,943528
8,13,687038
9,13,1430815
10,13,605431
11,13,559869
12,13,837445
13,13,1926364
14,13,1138331
15,13,3296660
16,13,4337111
17,13,2406388
18,13,1199978
19,13,620728
20,13,417547
21,13,633734
22,13,1649484
23,13,280191
24,13,811456
25,13,515255
26,13,875093
27,13,173914
28,13,929093
29,13,463207
30,13,492574
31,13,302643
32,13,1006483
33,13,78199
34,13,90841
36,13,60213
37,13,33482
38,13,543121
39,13,136039
40,13,81148
42,13,11153
43,13,9599
44,13,4389
